순위,분류,관련 키워드,언급건수
331,부모님,예비시어머니,2
331,자녀,셋째아이,2
336,부모님,셤니,1
336,자녀,첫아기,1
336,배우자,애들엄마,1
336,자녀,알파맘,1
336,자녀,작은녀석,1
336,배우자,아이아빠,1
336,자녀,딸자식,1
336,회사동료,사무실직원,1
336,부모님,시아빠,1
336,기타가족,며늘아기,1
336,부모님,증조모,1
336,연인,걸프렌드,1
336,부모님,할빠,1
336,회사동료,회사상사,1
336,배우자,남편느님,1
336,부모님,외할부지,1
336,부모님,외할아버님,1
336,부모님,할버지,1
336,친구,결혼한친구,1
336,친구,여자사람친구,1
336,배우자,영감탱이,1
336,배우자,울와이프,1
336,싱글,싱글여성,1
336,부모님,시어른,1
336,연인,울남친,1
336,자녀,외둥이,1
336,기타가족,첫손녀,1
336,기타가족,시댁어른,1
336,부모님,예비시아버지,1
