순위,분류,관련 키워드,언급건수
347,연인,울여친,4
347,배우자,제아내,4
347,회사동료,회사상사,4
347,싱글,싱글녀,4
347,자녀,쌍둥이맘,4
347,부모님,셤니,4
347,부모님,외할배,4
360,배우자,애들아빠,3
360,자녀,첫째아기,3
360,친구,트위터친구,3
360,자녀,알파맘,3
360,자녀,첫째아가,3
365,배우자,와이프느님,2
365,배우자,아내느님,2
365,배우자,애들엄마,2
365,기타가족,시댁어른,2
365,자녀,울따님,2
365,자녀,셋째아이,2
365,배우자,마눌느님,2
372,기타가족,첫손자,1
372,부모님,시애미,1
372,배우자,아이들아빠,1
372,자녀,울집애,1
372,배우자,아이들엄마,1
372,자녀,아들자식,1
372,자녀,우리집아이,1
372,자녀,우리집아이들,1
372,배우자,우리서방,1
372,배우자,울서방,1
372,부모님,친정엄니,1
372,싱글,혼자녀,1
372,회사동료,사무실직원,1
372,싱글,싱글여자,1
372,배우자,마느님,1
372,부모님,외할버지,1
372,부모님,예비시아버님,1
372,부모님,예비시엄마,1
372,싱글,싱글남자,1
372,자녀,울아드님,1
372,친구,결혼한친구,1
372,자녀,외둥이,1
372,부모님,예비시아버지,1
