순위,분류,관련 키워드,언급건수,연도
147,체험,야경투어,50,2018
148,미식,삼겹살파티,48,2018
149,휴식/힐링,책맥,46,2018
150,레포츠,아쿠아로빅,43,2018
150,미식,식도락여행,43,2018
150,레포츠,원스키,43,2018
153,기타,걷기여행,42,2018
153,레포츠,프리다이빙,42,2018
153,체험,요리체험,42,2018
153,체험,놀이체험,42,2018
157,체험,농장체험,41,2018
157,체험,도자기체험,41,2018
159,체험,도예체험,40,2018
159,체험,카트체험,40,2018
161,기타,워킹투어,39,2018
162,체험,갯벌체험,38,2018
163,레포츠,트레일러닝,37,2018
163,레포츠,글라이더,37,2018
165,체험,한옥체험,34,2018
165,체험,염색체험,34,2018
167,레포츠,제트보트,33,2018
167,레포츠,서바이벌게임,33,2018
169,레포츠,클레이사격,32,2018
170,레포츠,실내스키,30,2018
171,레포츠,써핑,29,2018
171,휴식/힐링,북캉스,29,2018
173,체험,카약체험,28,2018
174,체험,수상레저체험,27,2018
175,기타,도시여행,26,2018
175,레포츠,bmx,26,2018
175,체험,한옥스테이,26,2018
175,휴식/힐링,봄여행,26,2018
179,체험,택시투어,25,2018
179,휴식/힐링,백캉스,25,2018
181,기타,역사여행,24,2018
181,휴식/힐링,낭만여행,24,2018
181,체험,다례체험,24,2018
184,레포츠,패들보드,23,2018
185,기타,기념여행,22,2018
185,기타,소싸움,22,2018
187,레포츠,naui,21,2018
187,체험,다도체험,21,2018
187,체험,낚시체험,21,2018
187,휴식/힐링,벚꽃여행,21,2018
191,휴식/힐링,시골여행,20,2018
191,기타,무전여행,20,2018
191,체험,공방체험,20,2018
191,휴식/힐링,카캉스,20,2018
195,레포츠,빙벽등반,19,2018
195,레포츠,패러세일링,19,2018
197,레포츠,스노우보딩,18,2018
197,레포츠,스키여행,18,2018
197,휴식/힐링,근교여행,18,2018
197,기타,열차여행,18,2018
197,레포츠,행글라이더,18,2018
197,레포츠,발야구,18,2018
203,체험,교복체험,17,2018
203,휴식/힐링,밀월여행,17,2018
203,기타,청춘여행,17,2018
206,레포츠,배스낚시,16,2018
206,체험,곤충체험,16,2018
208,레포츠,카라반캠핑,15,2018
208,체험,동물체험,15,2018
208,체험,목공체험,15,2018
208,미식,먹거리투어,15,2018
212,레포츠,버기카,14,2018
212,레포츠,페러글라이딩,14,2018
212,레포츠,블롭점프,14,2018
212,휴식/힐링,불멍,14,2018
216,체험,수확체험,13,2018
216,체험,어촌체험,13,2018
216,레포츠,스킨다이빙,13,2018
219,체험,씨티투어,12,2018
219,휴식/힐링,펫캉스,12,2018
221,체험,전통놀이체험,11,2018
221,체험,향수체험,11,2018
223,레포츠,해양레포츠,10,2018
223,체험,딸기체험,10,2018
223,기타,오지여행,10,2018
223,체험,블루베리체험,10,2018
223,체험,말타기체험,10,2018
223,체험,공예체험,10,2018
223,휴식/힐링,집캉스,10,2018
223,레포츠,캠핑라이프,10,2018
231,체험,해병대캠프,9,2018
231,체험,커피체험,9,2018
231,체험,농사체험,9,2018
231,레포츠,cmas,9,2018
231,체험,원예체험,9,2018
231,레포츠,캠핑여행,9,2018
231,레포츠,패들보트,9,2018
238,체험,목장체험,8,2018
238,체험,족욕체험,8,2018
238,체험,텃밭체험,8,2018
238,기타,일출여행,8,2018
238,레포츠,산악오토바이,8,2018
238,체험,요트체험,8,2018
238,체험,명상체험,8,2018
238,휴식/힐링,농촌여행,8,2018
246,체험,민속놀이체험,7,2018
246,체험,돌고래체험,7,2018
246,미식,먹거리여행,7,2018
246,체험,카누체험,7,2018
246,기타,자전거투어,7,2018
246,체험,국궁체험,7,2018
252,미식,빵집순례,6,2018
252,체험,감귤체험,6,2018
252,체험,전통혼례체험,6,2018
252,레포츠,행글라이딩,6,2018
252,기타,야외취침,6,2018
252,레포츠,낚시여행,6,2018
252,체험,고택체험,6,2018
252,휴식/힐링,물멍,6,2018
252,레포츠,스노우쿨링,6,2018
261,체험,닥터피쉬체험,5,2018
261,레포츠,씨워킹,5,2018
261,기타,덕질여행,5,2018
261,레포츠,모토캠핑,5,2018
261,체험,가우디투어,5,2018
261,레포츠,수상자전거,5,2018
261,레포츠,인공암벽등반,5,2018
261,미식,와이너리투어,5,2018
269,체험,숙박체험,4,2018
269,체험,야간시티투어,4,2018
269,체험,전통의상체험,4,2018
269,체험,악기체험,4,2018
269,레포츠,알빙,4,2018
269,체험,먹이주기체험,4,2018
269,체험,천연염색체험,4,2018
269,체험,탁본체험,4,2018
269,체험,기모노체험,4,2018
269,휴식/힐링,카페케이션,4,2018
269,휴식/힐링,모캉스,4,2018
280,기타,해돋이여행,3,2018
280,체험,전통공예체험,3,2018
280,레포츠,암벽등산,3,2018
280,레포츠,익스트림게임,3,2018
280,미식,먹부림여행,3,2018
280,체험,박물관체험,3,2018
280,휴식/힐링,드라이브여행,3,2018
280,체험,어린이도자기체험,3,2018
280,레포츠,줄낚시,3,2018
280,체험,사격체험,3,2018
280,휴식/힐링,홈캠핑,3,2018
280,레포츠,플라이낚시,3,2018
280,미식,와인투어,3,2018
280,휴식/힐링,홈핑,3,2018
280,레포츠,심해잠수,3,2018
280,미식,미식체험,3,2018
280,체험,바다체험,3,2018
280,체험,동아리체험,3,2018
280,체험,호텔체험,3,2018
280,휴식/힐링,크캉스,3,2018
300,레포츠,숏스키,2,2018
300,체험,귤체험,2,2018
300,체험,토끼먹이주기체험,2,2018
300,레포츠,견지낚시,2,2018
300,레포츠,바이크캠핑,2,2018
300,체험,달팽이체험,2,2018
300,체험,보트체험,2,2018
300,체험,동굴체험,2,2018
300,체험,배낚시체험,2,2018
300,체험,유리공예체험,2,2018
300,체험,액티비티체험,2,2018
300,레포츠,bsac,2,2018
300,레포츠,암벽산행,2,2018
300,레포츠,노지캠핑,2,2018
300,레포츠,락클라이밍,2,2018
300,체험,비행시뮬레이션,2,2018
300,체험,차문화체험,2,2018
300,체험,치즈체험,2,2018
300,휴식/힐링,노을뷰,2,2018
300,체험,낙타체험,2,2018
300,체험,증강현실체험,2,2018
300,체험,맨발체험,2,2018
300,휴식/힐링,차캉스,2,2018
300,레포츠,인라인스케이팅,2,2018
300,체험,갯배체험,2,2018
300,체험,조향체험,2,2018
300,체험,해양체험,2,2018
300,체험,목공예체험,2,2018
300,체험,학생승마체험,2,2018
300,휴식/힐링,키캉스,2,2018
330,체험,바티칸투어,1,2018
330,체험,스쿠버체험,1,2018
330,체험,동물먹이체험,1,2018
330,체험,전원생활체험,1,2018
330,레포츠,도지볼,1,2018
330,체험,농가체험,1,2018
330,레포츠,겔렌데스키,1,2018
330,체험,클라이밍체험,1,2018
330,체험,타종체험,1,2018
330,체험,서핑체험,1,2018
330,체험,조종체험,1,2018
330,체험,해저체험,1,2018
330,레포츠,아웃도어액티비티,1,2018
330,휴식/힐링,석양뷰,1,2018
330,기타,일몰여행,1,2018
330,체험,물놀이체험,1,2018
330,체험,바지락체험,1,2018
330,레포츠,골캉스,1,2018
330,체험,담력체험,1,2018
330,체험,한복입기체험,1,2018
330,체험,한옥숙박체험,1,2018
330,휴식/힐링,일출뷰,1,2018
330,체험,패러글라이딩체험,1,2018
330,휴식/힐링,집콕생활,1,2018
330,체험,루지체험,1,2018
330,체험,해녀체험,1,2018
330,휴식/힐링,눈꽃여행,1,2018
