주소,위도,경도
대구광역시 서구 달서로 95 (비산동),35.8707697369549,128.570809658646
대구광역시 서구 평리로57길 60 (평리동),35.8685520004913,128.553997852912
대구광역시 서구 국채보상로42길 7 (평리동),35.8696393769269,128.554411793517
대구광역시 서구 국채보상로46길 34 (평리동),35.8674742173372,128.556100584887
대구광역시 서구 북비산로 303-1 (평리동),35.8797324660703,128.566599471274
대구광역시 서구 달서천로41안길 3-7 (비산동),35.8843407620859,128.558120027078
"대구광역시 중구 동성로12길 9 (동문동, 지상2,3층)",35.8716605415691,128.596335089126
"대구광역시 중구 동성로2길 21-8, 지상2-5층 (삼덕동1가)",35.8671814148723,128.595955059163
대구광역시 중구 북성로4길 61 (인교동),35.8716179699073,128.585862538042
대구광역시 서구 평리로62길 6 (내당동),35.8632373210895,128.557015753353
대구광역시 서구 서대구로 362-2 (비산동),35.888498026917,128.561033459099
대구광역시 서구 국채보상로 236 (평리동),35.8704855365221,128.556890087786
대구광역시 서구 국채보상로46길 52 (평리동),35.8657721681654,128.556424340189
대구광역시 서구 달서천로41길 9-1 (비산동),35.8838518230694,128.557145619703
대구광역시 서구 달서로 276 (원대동3가),35.8861963665063,128.57504627839
대구광역시 서구 국채보상로75길 32-12 (비산동),35.8753477733101,128.572597309808
대구광역시 서구 서대구로 279 (비산동),35.8829699675601,128.555629359611
대구광역시 서구 국채보상로42길 19 (평리동),35.8684751904612,128.554613134721
대구광역시 달성군 옥포읍 옥포로 619,35.7457446331405,128.48630155029
대구광역시 달성군 논공읍 논공중앙로34길 34,35.7269302810031,128.455278854129
대구광역시 달성군 논공읍 논공중앙로34길 42,35.7260178715125,128.455521638579
대구광역시 달성군 가창면 삼산길 22,35.7321720974945,128.681822930344
대구광역시 달성군 논공읍 비슬로 1054,35.7291575949381,128.432387839156
대구광역시 달성군 화원읍 인흥길 21,35.8016571609352,128.497735890765
대구광역시 달성군 논공읍 용호로 26-1,35.7286101754274,128.445411305625
대구광역시 달성군 가창면 삼산길 25,35.7324695403518,128.681147928098
대구광역시 달성군 가창면 가창로38길 14,35.7336198343627,128.661745347361
대구광역시 달성군 논공읍 남북리길 25,35.7275344161294,128.45034743358
대구광역시 달성군 현풍면 현풍중앙로 122-1,35.6995544050201,128.441936916087
대구광역시 달성군 논공읍 약산덧재길 81 (외 3필지),35.7428229843783,128.427237707568
대구광역시 달성군 유가읍 유가사길 20,35.7041498851086,128.495023136869
대구광역시 달성군 가창면 가창로 71,35.7257719117874,128.672135294682
대구광역시 달성군 논공읍 논공로15길 3,35.7284846001121,128.441674438252
대구광역시 달성군 유가읍 휴양림길 414,35.7022785807293,128.495509454848
대구광역시 달서구 구마로11길 76 (본리동),35.8408784940833,128.534131100177
대구광역시 달서구 성서공단로11길 6-14 (호림동),35.835483510377,128.489484547359
"대구광역시 달서구 대명천로11길 63, 지하1~지상5층 (성당동)",35.8382872094515,128.55646232286
대구광역시 달서구 이곡서로 80 (이곡동),35.8545587825067,128.505579763891
"대구광역시 달서구 달서대로95길 5-20, 5층 (호산동)",35.840495138803,128.490901483102
대구광역시 달서구 장기로 57 (성당동),35.8427420390022,128.554124657529
대구광역시 서구 국채보상로46길 43-6 (평리동),35.8664933179408,128.556795927458
대구광역시 서구 서대구로11길 4 (내당동),35.8627606492074,128.555531506059
대구광역시 서구 서대구로 287-11 (비산동),35.8832795944379,128.555560338607
대구광역시 서구 서대구로68길 15-8 (비산동),35.8886535988238,128.566331700254
대구광역시 동구 신암남로 117 (신암동),35.8809227718028,128.628561265102
대구광역시 서구 국채보상로42길 41 (평리동),35.8664730609617,128.554978777868
대구광역시 서구 팔달로 96 (비산동),35.8896743141313,128.560463194961
대구광역시 서구 서대구로 283 (비산동),35.8832440576582,128.555806247028
대구광역시 서구 서대구로 93 (평리동),35.8661635168787,128.555305854987
대구광역시 서구 서대구로 294-6 (비산동),35.8838695776245,128.557013418322
대구광역시 서구 달구벌대로375길 11 (내당동),35.8621758526871,128.569569416093
대구광역시 서구 서대구로 96 (평리동),35.8664468910803,128.555983624973
대구광역시 달성군 현풍면 현풍중앙로21길 2,35.6980504044197,128.442223482172
대구광역시 달성군 논공읍 비슬로 969,35.7227561686307,128.4360956361
대구광역시 달성군 가창면 가창로10길 108,35.7302277994674,128.683270953556
대구광역시 달성군 논공읍 금포로 13,35.7739098638128,128.422985484551
대구광역시 달성군 논공읍 비슬로 1648,35.7671019388073,128.4083998464
대구광역시 달성군 옥포면 용연사길 84-9,35.753892851054,128.502180838303
대구광역시 달성군 현풍면 현풍중앙로 51-4,35.6940180455339,128.445378221064
대구광역시 달성군 하빈면 하목정길 49,35.8800406171378,128.397424615051
대구광역시 달성군 옥포면 옥포로113길 3,35.7462506980231,128.491909257587
대구광역시 달성군 옥포읍 비슬로457길 3,35.7906938393853,128.47065539192
대구광역시 달성군 논공읍 논공로 834,35.7271779239607,128.437000921907
대구광역시 달성군 가창면 우록길 60,35.7312385115777,128.657266196716
대구광역시 달성군 가창면 가창로 178,35.7334598956774,128.665425778411
대구광역시 달성군 유가읍 비슬로64길 22,35.6703068263278,128.449720468422
"대구광역시 중구 경상감영길 193 (동문동, 지하1층,지상1-7층)",35.8721508196641,128.598004579064
대구광역시 중구 동덕로30길 63-5 (동인동4가),35.8669170393421,128.607178738524
"대구광역시 중구 북성로 106-6 (향촌동, 1,2,3,4,5층)",35.8741224783089,128.594006772971
대구광역시 중구 공평로4길 29 (삼덕동2가),35.86538227072,128.601548031496
대구광역시 중구 경상감영1길 60 (향촌동),35.8734629101379,128.593105146776
"대구광역시 중구 중앙대로81길 13 (동일동, 3~10층)",35.8695990759651,128.592847208853
"대구광역시 중구 동성로12길 21 (문화동, 지상3층)",35.8715351879169,128.596972626153
대구광역시 달서구 이곡동로 7 (이곡동),35.8543834385505,128.508429920751
"대구광역시 달서구 구마로53길 12, 1~6층 (성당동)",주소를 변환할 수 없음,주소를 변환할 수 없음
대구광역시 달서구 와룡로17길 18 (본리동),35.8405771861945,128.535708163152
대구광역시 달서구 이곡서로 84 (이곡동),35.8545521055487,128.505760180132
대구광역시 달서구 와룡로 285 (죽전동),35.8583691902359,128.537076404279
대구광역시 달서구 와룡로33길 19 (감삼동),35.8468701967425,128.534722674362
대구광역시 달서구 두류공원로 131 (성당동),35.8474145810142,128.566145089921
"대구광역시 달서구 와룡로 90, 1~5층 (본리동)",주소를 변환할 수 없음,주소를 변환할 수 없음
"대구광역시 달서구 달서대로91길 6, 1~5층 (호산동)",주소를 변환할 수 없음,주소를 변환할 수 없음
대구광역시 달서구 구마로11길 87 (본리동),35.8414778560372,128.533792023153
대구광역시 달서구 두류공원로 244-1 (두류동),35.8555662773424,128.559572755939
대구광역시 서구 국채보상로46길 18 (평리동),35.8687763329532,128.555888346689
대구광역시 서구 문화로 345 (비산동),35.8761684818765,128.570432172588
대구광역시 서구 서대구로 57-14 (내당동),35.8629610570822,128.55528157574
대구광역시 달서구 월배로32안길 2 (진천동),35.8158531235394,128.530849559681
"대구광역시 달서구 호산동로 90-14, 1~6층 (호산동)",35.8429076966578,128.487319375944
대구광역시 달서구 대명천로41길 13 (본리동),35.8405907053766,128.538251058296
대구광역시 달서구 월배로 389 (송현동),35.8296303269303,128.550135823789
대구광역시 달서구 성서공단로11길 44-9 (호림동),35.8391650178697,128.489158055182
"대구광역시 달서구 성서공단로15길 18, 지하1,지상9층 (호림동)",35.8366048925357,128.490837974959
"대구광역시 달서구 용산로14길 47, 2~5층 (장기동)",주소를 변환할 수 없음,주소를 변환할 수 없음
"대구광역시 달서구 대명천로11길 37, 4층 (성당동)",35.8380138790059,128.555287084204
대구광역시 달서구 용산로14길 28 (장기동),35.8428768119407,128.532294598401
대구광역시 달서구 당산로 193 (감삼동),35.8537273090808,128.548034682159
대구광역시 달서구 달구벌대로 1774 (두류동),35.8580615332003,128.559255560976
대구광역시 달서구 대명천로11길 67 (성당동),35.8382815395026,128.556781718972
"대구광역시 달서구 이곡서로 86, 4~9층 (이곡동)",주소를 변환할 수 없음,주소를 변환할 수 없음
대구광역시 달서구 달구벌대로 1591 (죽전동),35.8518526433205,128.540660263106
대구광역시 달성군 옥포면 옥포로 617,35.7460283772838,128.48661800773
대구광역시 달성군 현풍면 테크노공원로 31,35.6918452088751,128.456217300536
대구광역시 달성군 구지면 달성2차동1로 141,35.6423426824878,128.421810377677
대구광역시 달성군 구지면 달성2차동1로 145,35.6423334995008,128.422259882223
"대구광역시 달성군 현풍읍 현풍중앙로26길 10, 지하1~지상5층",주소를 변환할 수 없음,주소를 변환할 수 없음
대구광역시 달성군 옥포읍 비슬로453길 11,35.7904633043759,128.468570425151
대구광역시 달성군 옥포읍 비슬로 2312-6,35.7906901158431,128.47349115538
대구광역시 달성군 논공읍 논공로29길 5-1,35.7305134264185,128.448314993733
대구광역시 달성군 논공읍 남리길 4,35.7266976112603,128.448182687588
대구광역시 달성군 현풍읍 논공로 133,35.7164366659742,128.446375662094
"대구광역시 달성군 구지면 국가산단대로42길 21, 2층~4층",35.6494120931196,128.419184971518
대구광역시 달성군 하빈면 하목정길 51,35.8802810357493,128.397526393521
대구광역시 달서구 두류공원로28길 14 (성당동),35.8481898993645,128.567190921481
대구광역시 달서구 성서공단로11길 12-12 (호림동),35.8359046521788,128.489431331631
대구광역시 달서구 파도고개로1길 7 (성당동),35.8510284601466,128.572725754141
대구광역시 달서구 성서공단로11길 6-16 (호림동),35.8354455035015,128.489875269704
대구광역시 달서구 성서공단로11길 38-3 (호림동),35.8386408680644,128.488622673353
대구광역시 달서구 성서공단로15길 57 (호산동),35.8402024848626,128.490120729801
대구광역시 달서구 성서공단로11길 38-5 (호림동),35.838640637232,128.488881310684
대구광역시 달서구 성서공단로11길 12-2 (호림동),35.8359478044721,128.488487027156
대구광역시 달서구 큰장로 7 (두류동),35.8608868600556,128.574223817906
"대구광역시 달서구 달서대로95길 26, 1~5층 (호산동)",주소를 변환할 수 없음,주소를 변환할 수 없음
대구광역시 달서구 와룡로9길 12 (본동),35.836870371778,128.536039652087
대구광역시 달서구 호산동로 90-12 (호산동),35.8429072991934,128.487162205107
대구광역시 달서구 앞산순환로 303 (송현동),35.8282558028108,128.560509073044
경상북도 예천군 예천읍 맛고을길 47,36.6564916895679,128.453796057643
경상북도 예천군 개포면 경서로 1392,36.6193987023372,128.321954621109
경상북도 영주시 대학로12번길 11 (휴천동),36.8106478323423,128.622463290621
경상북도 구미시 구미중앙로27길 34 (원평동),36.1267333267772,128.343527523551
경상북도 구미시 송원서로8길 45 (원평동),36.1242023021383,128.348874827724
경상북도 구미시 구미중앙로 57-22 (원평동),36.1307664521024,128.328868781816
경상북도 구미시 송원서로8길 7-1 (원평동),36.1257596561795,128.345292819692
경상북도 구미시 송원서로6길 20-10 (원평동),36.1239235041667,128.345300138977
경상북도 구미시 옥계남로 25 (옥계동),36.135430188437,128.419753591389
경상북도 구미시 상사동로 125 (사곡동),36.095786676907,128.358562255491
경상북도 구미시 구미중앙로37길 11 (원평동),36.1231591183864,128.348348931285
경상북도 구미시 문화로 12-1 (원평동),36.1290901309555,128.332577078917
경상북도 구미시 인동32길 13-8 (진평동),36.0936137647188,128.431225034006
경상북도 구미시 송원서로6길 19-3 (원평동),36.1247796551881,128.3459035593
경상북도 구미시 1공단로 186-21 (공단동),36.1012865389103,128.384285944785
"경상북도 구미시 비산로5길 41 (비산동,외2필지)",36.1235544704277,128.379673460041
경상북도 구미시 신시로7길 19 (형곡동),36.1122151630252,128.337495725966
경상북도 구미시 송원서로6길 34-2 (원평동),36.1239075839608,128.347029289347
경상북도 구미시 구미중앙로39길 8 (원평동),36.122415259046,128.350090144635
경상북도 구미시 옥계남로 39-5 (옥계동),36.1355840606223,128.421261180631
경상북도 구미시 인동5길 9 (인의동),36.104343120322,128.422438990352
경상북도 구미시 구미중앙로39길 13 (원평동),36.1230290288574,128.35000979804
경상북도 구미시 인동북길 13-1 (인의동),36.1048398153453,128.4213996718
경상북도 구미시 여헌로1길 14 (인의동),36.1043596182312,128.422180330072
경상북도 구미시 구미중앙로11길 7 (원평동),36.1300332398659,128.330398805024
경상북도 구미시 구미중앙로27길 31 (원평동),36.1268837430783,128.343140424877
경상북도 구미시 인동중앙로3길 38-9 (황상동),36.109625847872,128.419619008565
경상북도 구미시 송원서로6길 48 (원평동),36.1232471015034,128.348490165953
경상북도 구미시 봉곡로12길 9-11 (봉곡동),36.1482036554142,128.311566640733
경상북도 구미시 송원서로 74 (원평동),36.1242336769874,128.343638315327
경상북도 문경시 문경읍 여우목로 24,36.730850037825,128.110447948031
경상북도 문경시 시청1길 9 (모전동),36.5868585435796,128.190329414963
경상북도 문경시 당교3길 8 (모전동),36.5858061359219,128.191089697137
경상북도 문경시 호서로 66-3 (흥덕동),36.5998166504237,128.20181872424
경상북도 문경시 중앙7길 45 (점촌동),36.5981795733982,128.203156707829
경상북도 문경시 중앙7길 10 (점촌동),36.5952118126626,128.201382776635
경상북도 문경시 중앙2길 15-2 (점촌동),36.5932228387633,128.199182519197
경상북도 문경시 점촌역길 10 (점촌동),36.5949551865512,128.20273139144
경상북도 문경시 시청2길 9 (모전동),36.5873668466513,128.189580427414
경상북도 칠곡군 석적읍 북중리1길 34,36.0788752157501,128.409133930377
경상북도 칠곡군 동명면 한티로 824,36.0143496713611,128.607101640852
경상북도 칠곡군 왜관읍 자조2길 9,35.9808451133312,128.397671153831
경상북도 칠곡군 동명면 팔공산로 145,35.9999768466298,128.605514966567
경상북도 칠곡군 석적읍 북중리1길 24,36.0781468956897,128.408392161587
경상북도 칠곡군 동명면 기성5길 59,35.9978971231587,128.594770966493
경상북도 칠곡군 동명면 기성9길 20,35.999442169107,128.608705443437
경상북도 경주시 대안길 68 (동천동),35.8558430831933,129.223127594312
경상북도 경주시 동성로 140-1 (황오동),35.8429224868611,129.216048730433
경상북도 경주시 영불로 236 (진현동),35.7830439684779,129.327458765245
경상북도 경주시 원효로52번길 5 (노서동),35.8417801215901,129.206564693978
경상북도 경주시 원화로 240-3 (황오동),35.8423033245593,129.217662785592
경상북도 경주시 양정로261번길 6 (동천동),35.8562933417391,129.223813342183
"경상북도 경주시 보문로 280-12 (북군동,번지 지상2-3층)",35.8538044860671,129.277404123157
경상북도 경주시 영불로 242-3 (진현동),35.7835284295727,129.327994937746
경상북도 경주시 원효로 27 (성건동),35.8424670663596,129.203812046304
경상북도 경주시 태종로 691-30 (노서동),35.839345945406,129.204179598925
경상북도 경주시 안강읍 비화원로 74-3,35.9911650536066,129.224274059611
경상북도 경주시 불국신택지3길 26 (진현동),35.785011896164,129.325280771793
경상북도 경주시 보문로 484-7 (신평동),35.8399132683983,129.285947654449
경상북도 경주시 북정로33번길 7 (황오동),35.843965735637,129.214577139923
경상북도 경주시 불국신택지6길 6 (진현동),35.784520117948,129.328208095798
경상북도 칠곡군 동명면 팔공산로4길 16,35.9991217870087,128.602987531301
경상북도 칠곡군 왜관읍 중앙로5길 10,35.9929832591455,128.399859010465
경상북도 칠곡군 석적읍 북중리2길 46,36.0789922162339,128.410601681044
경상북도 칠곡군 석적읍 북중리2길 15,36.0773235044256,128.408110281152
경상북도 칠곡군 동명면 기성5길 27,36.000051547147,128.595657385327
경상북도 칠곡군 가산면 호국로 1280-17,36.0509328139637,128.498336674685
경상북도 경주시 양정로261번길 8 (동천동),35.856285076625,129.223549244176
경상북도 경주시 충효녹지길 68-7 (충효동),35.8433824542471,129.183553770673
"경상북도 경주시 충효녹지길 94-8 (충효동,번지)",35.844064774661,129.181453661649
경상북도 칠곡군 동명면 팔공산로 82-16,35.9988700609974,128.599670244688
경상북도 칠곡군 북삼읍 어로4길 74-11,36.046524060983,128.325553283881
경상북도 칠곡군 동명면 팔공산로4길 25,35.9984440541875,128.602785071689
경상북도 칠곡군 석적읍 북중리1길 48,36.079715053411,128.410085738521
경상북도 칠곡군 동명면 한티로 666-26,36.0104782197726,128.597482066114
경상북도 칠곡군 석적읍 북중리2길 29,36.078224724823,128.409222452144
경상북도 칠곡군 석적읍 북중리1길 38,36.0790509148052,128.409388725306
경상북도 칠곡군 동명면 팔공산로4길 11-12,35.9985883778837,128.604876678724
경상북도 경주시 안강읍 호국로 2120,35.9817072400862,129.146715316594
경상북도 경주시 안강읍 비화중로2길 49,35.989530531338,129.22396184727
경상북도 경주시 북정로 68 (성동동),35.8469691760213,129.215667109608
경상북도 경주시 태종로727번길 31 (노서동),35.8419541413859,129.207686105005
경상북도 경주시 영불로 248 (진현동),35.7838035440049,129.328332932045
경상북도 경주시 양정로225번길 37 (동천동),35.8557181607282,129.223358418162
경상북도 영주시 대학로12번길 5 (휴천동),36.8104105746761,128.622643172664
경상북도 영주시 꽃동산로1번길 16-1 (휴천동),36.8110833741569,128.622674967698
경상북도 영주시 대학로12번길 40 (휴천동),36.8118342180475,128.621787642962
경상북도 영주시 풍기읍 풍기로 53 (외1필지),36.8697794434434,128.524795985959
경상북도 영주시 영주로176번길 3 (영주동),36.8257676671348,128.619395019127
"경상북도 영주시 번영로173번길 36 (영주동, 외1필지)",36.826936074936,128.622660287163
경상북도 영주시 구성로337번길 37 (영주동),36.8215695587824,128.622154255381
경상북도 영주시 시청로39번길 11-1 (휴천동),36.8094452203728,128.623733128547
경상북도 영주시 풍기읍 풍기로 35-10,36.8686923940493,128.523909321687
경상북도 영주시 순흥면 순흥로45번길 4,36.9141546596266,128.576419286691
경상북도 고령군 쌍림면 영서로 2921,35.6761077864525,128.182406817892
경상북도 고령군 대가야읍 대가야로 1303,35.7258787194933,128.268281079561
경상북도 고령군 대가야읍 장기터길 1,35.7289192222669,128.274734240119
경상북도 고령군 운수면 운용로 379,35.7872353874485,128.309728300906
경상북도 고령군 다산면 다산로 74,35.79143674252,128.402196562866
경상북도 고령군 대가야읍 연조길 11,35.729862355233,128.26684839517
경상북도 고령군 성산면 성산로 1136-3,35.7520246749311,128.386607618945
경상북도 고령군 대가야읍 왕릉로 114,35.7295190263116,128.268051764144
경상북도 고령군 대가야읍 왕릉로 90-1,35.7278021438611,128.266734202092
경상북도 고령군 대가야읍 대가야로 1216 ((대가야역사테마관광지 내)),35.7200822547337,128.259677049373
경상북도 고령군 대가야읍 중앙로 21-3,35.7300037382722,128.270319908679
경상북도 고령군 운수면 운용로 385,35.7875683715281,128.310018349663
경상북도 고령군 대가야읍 신남로 11,35.7116879800198,128.261834820447
경상북도 고령군 다산면 성암로 642-12,35.8017744818817,128.388458367637
경상북도 문경시 가은읍 용추길 58,36.6726171717385,127.961262575491
경상북도 문경시 문경읍 온천2길 16-8,36.7304662204205,128.110491900031
